familyId,familyName,productId,productName,logoStyle,color,placement,productType,primaryImage,galleryImages,imageStatus,usedInGrid,usedAsDefault,requiresFinalPhotography,missingImageTypes,desiredFileName,notes
vneck,V-Neck,prestige_vneck_white,PRESTIGE V-Neck Weiß,PRESTIGE,Weiß,,vneck,gen-b15-prestige_vneck_white_white_flock_chest.webp,gen-b15-prestige_vneck_white_white_flock_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-vneck-prestige-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,signature_polo_black,Signature Polo Schwarz,SIGNATURE,Schwarz,,polo,v4-signature-polo-black-chest.webp,v4-signature-polo-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-signature-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
polo,Polo,signature_polo_white,Signature Polo Weiß,SIGNATURE,Weiß,,polo,v4-signature-polo-white-chest.webp,v4-signature-polo-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-signature-white-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
polo,Polo,pure_polo_black,PURE Polo Schwarz,PURE,Schwarz,,polo,v4-pure-polo-black-chest.webp,v4-pure-polo-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-pure-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
polo,Polo,pure_polo_white,PURE Polo Weiß,PURE,Weiß,,polo,v4-pure-polo-white-chest.webp,v4-pure-polo-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-pure-white-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
polo,Polo,prestige_polo_black,PRESTIGE Polo Schwarz,PRESTIGE,Schwarz,,polo,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-polo-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_black,PRESTIGE Polo Schwarz,PRESTIGE,Schwarz,,polo,gen-b15-prestige_polo_black_black_flock_chest.webp,gen-b15-prestige_polo_black_black_flock_chest.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-polo-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_black,PRESTIGE Polo Schwarz,PRESTIGE,Schwarz,,polo,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-polo-prestige-black-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_black,PRESTIGE Polo Schwarz,PRESTIGE,Schwarz,,polo,v4-prestige-polo-black-chest.webp,v4-prestige-polo-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-prestige-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_white,PRESTIGE Polo Weiß,PRESTIGE,Weiß,,polo,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-polo-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_white,PRESTIGE Polo Weiß,PRESTIGE,Weiß,,polo,v4-prestige-polo-white-chest.webp,v4-prestige-polo-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-polo-prestige-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen · requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_white,PRESTIGE Polo Weiß,PRESTIGE,Weiß,,polo,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-polo-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
polo,Polo,prestige_polo_white,PRESTIGE Polo Weiß,PRESTIGE,Weiß,,polo,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-polo-prestige-white-main.webp,requiresRerender: Logo/Flock exakt neu rendern · Veredelung: Flock (kontrastierend)
hoodie,Hoodie,signature_hoodie_black,Signature Hoodie Schwarz,SIGNATURE,Schwarz,,hoodie,v4-signature-hoodie-black-front.webp,v4-signature-hoodie-black-front.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-hoodie-signature-black-front.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_gold_chest.webp,gen-b14-pure_hoodie_beige_gold_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_onyx_chest.webp,gen-b14-pure_hoodie_beige_onyx_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b17-pure_hoodie_beige_silver_chest.webp,gen-b17-pure_hoodie_beige_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_ivory_chest.webp,gen-b14-pure_hoodie_beige_ivory_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_gold_front.webp,gen-b14-pure_hoodie_beige_gold_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_onyx_front.webp,gen-b14-pure_hoodie_beige_onyx_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b14-pure_hoodie_beige_silver_front.webp,gen-b14-pure_hoodie_beige_silver_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure-hoodie-beige,PURE Hoodie Beige,PURE,Beige,,hoodie,gen-b16-pure_hoodie_beige_white_front.webp,gen-b16-pure_hoodie_beige_white_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-beige-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_gold_chest.webp,gen-b14-pure_hoodie_black_gold_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,v3-pure-hoodie-black-chest.webp,v3-pure-hoodie-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_onyx_chest.webp,gen-b14-pure_hoodie_black_onyx_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_silver_chest.webp,gen-b14-pure_hoodie_black_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_ivory_chest.webp,gen-b14-pure_hoodie_black_ivory_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_gold_front.webp,gen-b14-pure_hoodie_black_gold_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_onyx_front.webp,gen-b14-pure_hoodie_black_onyx_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_silver_front.webp,gen-b14-pure_hoodie_black_silver_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_black,PURE Hoodie Schwarz,PURE,Schwarz,,hoodie,gen-b14-pure_hoodie_black_ivory_front.webp,gen-b14-pure_hoodie_black_ivory_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_gold_chest.webp,gen-b14-pure_hoodie_white_gold_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-pure-hoodie-white-chest-normal.webp,gen-pure-hoodie-white-chest-normal.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_onyx_chest.webp,gen-b14-pure_hoodie_white_onyx_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b17-pure_hoodie_white_silver_chest.webp,gen-b17-pure_hoodie_white_silver_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_ivory_chest.webp,gen-b14-pure_hoodie_white_ivory_chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_gold_front.webp,gen-b14-pure_hoodie_white_gold_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_onyx_front.webp,gen-b14-pure_hoodie_white_onyx_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_silver_front.webp,gen-b14-pure_hoodie_white_silver_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
hoodie,Hoodie,pure_hoodie_white,PURE Hoodie Weiß,PURE,Weiß,,hoodie,gen-b14-pure_hoodie_white_ivory_front.webp,gen-b14-pure_hoodie_white_ivory_front.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-hoodie-pure-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
zip-hoodie,Zip Hoodie,signature_zip_hoodie_black,Signature Zip Hoodie Schwarz,SIGNATURE,Schwarz,,zip-hoodie,v5-coming-soon.webp,v5-coming-soon.webp,missing,false,false,true,echtes_primaerfoto,v3-zip-hoodie-signature-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · requiresRerender: Logo/Flock exakt neu rendern
zip-hoodie,Zip Hoodie,pure_zip_hoodie_black,PURE Zip Hoodie Schwarz,PURE,Schwarz,,zip-hoodie,v3-pure-zip-hoodie-black-chest.webp,v3-pure-zip-hoodie-black-chest.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-zip-hoodie-pure-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
zip-hoodie,Zip Hoodie,pure_zip_hoodie_white,PURE Zip Hoodie Weiß,PURE,Weiß,,zip-hoodie,gen-pure-zip-hoodie-white-chest.webp,gen-pure-zip-hoodie-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-zip-hoodie-pure-white-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
crewneck,Crewneck,signature_crewneck_black,Signature Crewneck Schwarz,SIGNATURE,Schwarz,,crewneck,v4-signature-crewneck-black-chest.webp,v4-signature-crewneck-black-chest.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-crewneck-signature-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
crewneck,Crewneck,pure_crewneck_black,PURE Crewneck Schwarz,PURE,Schwarz,,crewneck,v3-pure-crewneck-black-chest.webp,v3-pure-crewneck-black-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-crewneck-pure-black-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
crewneck,Crewneck,pure_crewneck_white,PURE Crewneck Weiß,PURE,Weiß,,crewneck,v3-pure-crewneck-white-chest.webp,v3-pure-crewneck-white-chest.webp,ai_mockup,false,false,true,echtes_primaerfoto,v3-crewneck-pure-white-chest.webp,Brustlogo-Zielbreite 6 cm (7–9 % der Kleidungsbreite) · KI-Mockup – vor Verkauf durch echtes Foto ersetzen · Logo für Produktionsfoto kleiner ausführen (Zielbreite s. o.)
workwear,Workwear (Teaser),workwear_polo_black,Workwear Polo Schwarz,,Schwarz,Kleines Brustlogo,polo,v3-workwear-polo-black-chest.webp,v3-workwear-polo-black-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-workwear-polo-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
workwear,Workwear (Teaser),workwear_polo_white,Workwear Polo Weiß,,Weiß,Kleines Brustlogo,polo,v3-workwear-polo-white-chest.webp,v3-workwear-polo-white-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-workwear-polo-white-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
workwear,Workwear (Teaser),workwear_t_shirt_black,Workwear T-Shirt Schwarz,,Schwarz,Kleines Brustlogo,tshirt,v3-workwear-tshirt-black-chest.webp,v3-workwear-tshirt-black-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-workwear-t-shirt-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
workwear,Workwear (Teaser),softshelljacke_black,Softshelljacke Schwarz,,Schwarz,Kleines Brustlogo,jacket,v4-workwear-softshelljacke-black-chest.webp,v4-workwear-softshelljacke-black-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-softshelljacke-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
workwear,Workwear (Teaser),softshellweste_black,Softshellweste Schwarz,,Schwarz,Kleines Brustlogo,jacket,v4-workwear-softshellweste-black-chest.webp,v4-workwear-softshellweste-black-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-softshellweste-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
workwear,Workwear (Teaser),overshirt_arbeitshemd_black,Overshirt / Arbeitshemd Schwarz,,Schwarz,Kleines Brustlogo,shirt,v4-workwear-overshirt-black-chest.webp,v4-workwear-overshirt-black-chest.webp,ai_mockup,false,true,true,echtes_primaerfoto,v3-overshirt-arbeitshemd-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,cap_black,Cap Black,,Schwarz,Standard,accessory,v3-cap-black.webp,v3-cap-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-cap-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,beanie_black,Beanie Black,,Schwarz,Standard,accessory,v3-beanie-black.webp,v3-beanie-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-beanie-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,tote_bag_black,Tote Bag Black,,Schwarz,Standard,accessory,v3-tote-bag-black.webp,v3-tote-bag-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-tote-bag-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,schuerze_black,Schürze Black,,Schwarz,Standard,accessory,v3-apron-black.webp,v3-apron-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-schuerze-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,handtuch_black,Handtuch Black,,Schwarz,Standard,accessory,v3-towel-black.webp,v3-towel-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-handtuch-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,badehose_black,Badehose Black,,Schwarz,Standard,accessory,v3-swimshorts-black.webp,v3-swimshorts-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-badehose-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,regenschirm_black,Regenschirm Black,,Schwarz,Standard,accessory,v3-umbrella-black.webp,v3-umbrella-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-regenschirm-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,sneaker_videko,Sneaker VIDEKO,,Schwarz,Standard,accessory,v3-sneaker-black.webp,v3-sneaker-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-sneaker-videko-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,tasse_black,Mug / Tasse Black,,Schwarz,Standard,accessory,v3-mug-black.webp,v3-mug-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-tasse-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,trinkflasche_black,Bottle / Trinkflasche Black,,Schwarz,Standard,accessory,v3-waterbottle-black.webp,v3-waterbottle-black.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-trinkflasche-black-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
accessoires,Accessoires,boss_battle,Boss-BATTLE,,Schwarz / Gold,Standard,game,v3-boss-battle.webp,v3-boss-battle.webp,ai_mockup,true,true,true,echtes_primaerfoto,v3-boss-battle-main.webp,KI-Mockup – vor Verkauf durch echtes Foto ersetzen
